w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,k,b,b,b,b,b,b,k,b,b,b,b,b,b,b,b,w,b,b,b,b,k,b,w
w,w,b,b,b,b,b,b,w,b,b,b,w,b,b,k,b,b,b,w,b,b,w,b,w
w,b,b,b,b,w,b,b,b,b,b,b,b,b,b,w,b,b,b,b,b,b,b,b,w
w,b,b,w,b,b,b,b,b,b,w,b,b,b,b,b,w,b,w,b,w,b,b,b,w
w,b,b,b,b,b,b,w,b,b,b,b,w,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,w,b,b,b,b,w,b,b,b,b,w,b,b,w,b,w,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w,b,b,b,b,b,b,w
w,b,b,b,w,b,b,b,b,w,b,w,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,w,b,b,b,b,b,w,b,b,b,b,w,b,b,w,b,b,w
w,b,b,w,b,b,b,b,b,b,w,b,b,b,b,b,b,b,b,b,b,w,b,b,w
w,b,b,b,b,b,w,b,w,b,b,b,w,b,b,w,b,b,b,b,b,w,d,d,w
w,b,b,b,w,b,b,b,b,b,b,b,b,b,b,b,b,b,w,b,b,w,d,d,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w,s,s,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
