w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,k,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,w,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,w,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,w,b,b,w,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,w,b,b,w,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,w,b,b,w,b,b,w,b,b,b,b,b,b,b,b,b,b,d,d,b,w
w,b,b,b,w,s,s,w,s,s,w,s,s,w,b,b,b,b,b,b,b,d,d,b,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
