w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,k,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,k,w
w,b,b,w,b,b,w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w,b,b,w
w,b,b,b,w,b,b,w,b,w,b,b,b,b,b,b,b,w,b,b,w,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,w,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,w,w,w,b,b,b,b,b,b,b,k,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w,b,w
w,b,b,b,b,b,b,b,b,w,w,b,b,b,b,b,w,w,w,b,b,b,b,b,w
w,b,b,b,b,b,b,b,w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,w,w,w,b,b,b,b,b,b,b,b,b,b,b,b,b,w,w,w,b,w
w,b,b,b,b,b,b,b,b,b,b,b,d,d,b,b,b,b,b,b,b,b,b,b,w
w,b,b,b,b,b,b,b,b,b,b,b,d,d,b,b,b,b,b,b,b,b,b,b,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
